Year Foaled,Sire,Dam,Sex,Consignor,Price (€),Purchaser,Price (£),Price (gns)
2021.0,Inns of Court (IRE),Fairy Cloak (IRE),F,Springfort Park Stud,3500.0,J & J Construction,,
2021.0,Belardo (IRE),Fairywren (IRE),F,Ballybin Stud,3500.0,Valfredo Valiani,,
2021.0,U S Navy Flag (USA),Far Fetched (IRE),C,The Castlebridge Consignment,8000.0,Tom McCourt,,
2021.0,Kodi Bear (IRE),Fey (GB),F,Rathbarry Stud (Agent),14000.0,MRC International,,
2021.0,Dandy Man (IRE),Fly By (GB),C,Ballyhane,6000.0,New Racing Factory,,
2021.0,Due Diligence (USA),Full Moon Fever (IRE),F,The Castlebridge Consignment,10000.0,Stefano Botti Turf,,
2021.0,Unfortunately (IRE),Hidden Dream (FR),F,Oak Lodge & Springfield House Stud,8000.0,Gianluca Verricelli,,
2021.0,Bungle Inthejungle (GB),Hint of Glas (FR),C,Cooneen Stud,8000.0,Sebastiano Guerrieri,,
2021.0,Galileo Gold (GB),Ice Storm (IRE),C,Vinesgrove Stud,7000.0,Vendor,,
2021.0,Invincible Army (IRE),Idalia (IRE),F,Newtownbarry House Stud,10000.0,D.N.A Equine,,
2021.0,Soldier's Call (GB),Indian Navy (IRE),F,Clonbonny Stud,16000.0,Blandford Bloodstock,,
2021.0,Ribchester (IRE),Invincible Wings (IRE),F,Monanny Farm,4000.0,Sebastiano Guerrieri,,
2021.0,Cotai Glory (GB),Island Vision (IRE),F,Owenstown Stud,11000.0,Donovan Bloodstock,,
2021.0,Make Believe (GB),Izba (IRE),F,Beechlane Stables,11000.0,Claremount Carnes,,
2018.0,Dawn Approach (IRE),Sabinillas (IRE),C,Northern Bloodstock Ltd,,Lot Withdrawn,,
2018.0,Poet's Voice (GB),Sadowa Destination (GB),C,Rahinane Farm,8000.0,Valfredo Valiani,,
2018.0,Golden Horn (GB),Salt Rose (GB),C,Ballybin Stud,10000.0,Alduino Botti,,
2018.0,Fast Company (IRE),Saphira Silver (IRE),F,Tinnakill House,18000.0,Johnny Murtagh,,
2018.0,Excelebration (IRE),Satwa Pearl (GB),C,Manister House Stud,10000.0,Johnny Murtagh,,
2018.0,Famous Name (GB),Saying Grace (IRE),C,Ringfort Stud (Agent),50000.0,Bobby O'Ryan/D K Weld,,
2018.0,Gregorian (IRE),Scarlet Wings (GB),C,Rathasker Stud,10000.0,N Gowen,,
2018.0,Belardo (IRE),Scholarly (GB),F,Ballyvolane Stud,7000.0,Robert Eddery Racing,,
2018.0,Vadamos (FR),Scottish Exile (IRE),F,Tally-Ho Stud,4000.0,Ollie Pears,,
2018.0,Kodi Bear (IRE),Semblance (GB),F,Grange Hill Stud,50000.0,John Lavery,,
2018.0,Mehmas (IRE),Seminova (GB),C,Albany Stud,10000.0,Philippa Mains,,
2018.0,Kodiac (GB),Shallow Lake (USA),C,Tally-Ho Stud,16000.0,Mark Flannery,,
2018.0,Awtaad (IRE),Shamtari (IRE),C,Herbertstown House Stud (Co. Kildare),52000.0,Byron Rogers/Star Bloodstock,,
2018.0,Awtaad (IRE),Shanooan (USA),F,Ballybin Stud,25000.0,Alduino Botti,,
2018.0,Charm Spirit (IRE),Sharp Relief (IRE),C,Glenvale Stud,25000.0,BBA Ireland,,
2018.0,Make Believe (GB),Shifting (IRE),F,Ballylinch Stud,22000.0,Jamie Osborne,,
2018.0,Tamayuz (GB),Shine A Star (GB),F,Woodtown House Stud,14000.0,Lot Not Sold,,
2018.0,Starspangledbanner (AUS),Sho Girl (IRE),F,Peter Nolan Bloodstock,17000.0,Kilronan ,,
2018.0,Twilight Son (GB),Show Aya (IRE),C,Kildallan Farm,10000.0,Ardglas Stables,,
2018.0,Kodi Bear (IRE),Siesta Time (GB),C,Grange Hill Stud,17000.0,Karl Burke,,
2018.0,Belardo (IRE),Sifter (USA),F,Ballinaroone Stud,5000.0,Michael Cleere (P.S.),,
2018.0,Kodiac (GB),Silca Boo (GB),F,Castledillon Stud (Agent),55000.0,Jason Kelly/Cliff Stud,,
2018.0,Excelebration (IRE),Silicon Star (FR),F,Kildaragh Stud (Agent),15000.0,Janda Bloodstock,,
2018.0,Free Eagle (IRE),Silirisa (FR),C,Ennell Lodge Stud,30000.0,Gordon-Watson/Fellowes,,
2018.0,Footstepsinthesand (GB),Silk Slippers (GB),F,Irish National Stud,8000.0,Stroud Coleman Bloodstock,,
2018.0,Declaration of War (USA),Silky (IRE),F,Peter Nolan Bloodstock,70000.0,Justin Casse,,
2018.0,Red Jazz (USA),Silver Tide (USA),F,Owenstown Stud,18000.0,Clive Cox Racing,,
2018.0,Exceed And Excel (AUS),Simonetta (IRE),F,Kildallan Farm,,Lot Withdrawn,,
2018.0,Pride of Dubai (AUS),Sivensen (IRE),F,Knockatrina House,22000.0,Vendor,,
2018.0,Cityscape (GB),Six Cents (IRE),C,Church View Stables,,Lot Withdrawn,,
2018.0,Requinto (IRE),Skathi (FR),C,Sherbourne Lodge,20000.0,M Dods,,
2018.0,Shalaa (IRE),Sky Colours (IRE),F,Grove Stud,37000.0,Vendor,,
2018.0,Excelebration (IRE),Sliding Scale (GB),C,Whitehall Stud,15000.0,Vendor,,
2018.0,Zoffany (IRE),So Katie (IRE),C,The Castlebridge Consignment,18000.0,Marco Bozzi Bloodstock,,
2018.0,Fascinating Rock (IRE),So Secret (IRE),F,The Castlebridge Consignment,50000.0,John Butler,,
2018.0,Dawn Approach (IRE),Sou Anguillarina (IRE),C,Mr. Michael Tallon,10000.0,Vendor,,
2018.0,Exceed And Excel (AUS),Sound The Alarm (GB),F,Baroda Stud,20000.0,R O'Ryan / R Fahey,,
2018.0,Dandy Man (IRE),Soviet Dancer (IRE),F,Ballyhane,,Lot Withdrawn,,
2018.0,Starspangledbanner (AUS),Spirit of Paris (IRE),C,Grove Stud,45000.0,SackvilleDonald,,
2018.0,Mastercraftsman (IRE),Spiritoftheunion (GB),C,The Castlebridge Consignment,26000.0,Beliar Bloodstock,,
2018.0,Fast Company (IRE),Star of Kings (GB),C,Ballinalard Stud,12000.0,Colin Magnier,,
2018.0,Vocalised (USA),Star Street (IRE),C,Redmondstown Stud,15000.0,BBA Ireland,,
2018.0,Kodiac (GB),Startori (GB),F,Tally-Ho Stud,20000.0,Bobby O'Ryan / Ben Haslam,,
2018.0,Fascinating Rock (IRE),Step Away (GB),F,Ballinaroone Stud,10000.0,Pattern Bloodstock,,
2018.0,No Nay Never (USA),Stranded (GB),C,Danesrath Stud,55000.0,Middleham Park / SackvilleDonald,,
2018.0,Rock of Gibraltar (IRE),Strawberry Vodka (GB),C,Kilcorral House,9000.0,Sebastiano Guerrieri,,
2018.0,Pride of Dubai (AUS),Stunned Silence (USA),C,Butlersgrove Stud,11000.0,Amanda Skiffington / George Boughey,,
2018.0,Kodi Bear (IRE),Subtle Affair (IRE),C,Rathbarry Stud,29000.0,Kilbride Equine,,
2018.0,Bobby's Kitten (USA),Sularina (IRE),F,Tinnakill House,7000.0,BBA Ireland,,
2018.0,Starspangledbanner (AUS),Summer Bliss (GB),F,Lynn Lodge Stud,7500.0,Robson Aguiar,,
2018.0,Ivawood (IRE),Supercharged (IRE),F,Mount Pleasant Farm,35000.0,John Lavery,,
2018.0,Footstepsinthesand (GB),Sweet Surprise (IRE),C,Lisieux Stud,50000.0,Peter & Ross Doyle Bloodstock / MPR,,
2018.0,Camacho (GB),Talkative (GB),C,Knocklong House Stud (Agent),11000.0,Anthony Ross,,
2018.0,Estidhkaar (IRE),Tatiana Romanova (USA),C,Ballyreddin & Kellsgrange Studs,28000.0,Clive Cox Racing,,
2018.0,Zoffany (IRE),Teddy Bears Picnic (GB),C,Glenvale Stud,14000.0,Lot Not Sold,,
2018.0,Slade Power (IRE),Telegraphy (USA),C,Ringfort Stud,,Lot Not Sold,,
2018.0,Pride of Dubai (AUS),Tempura (GER),C,Boston Stables,30000.0,Brown Island Stables,,
2018.0,Camacho (GB),Tender Surprise (GB),C,Ballyhampshire Stud,9500.0,Lot Not Sold,,
2018.0,Make Believe (GB),Teoirim (IRE),F,Redmondstown Stud,10000.0,Charles Alan McIntyre,,
2018.0,French Navy (GB),Tequise (IRE),C,Nanallac Stud,13500.0,A Li,,
2018.0,Cable Bay (IRE),Texas Ruby (USA),C,Croom House Stud,25000.0,Declan Wall Equine,,
2018.0,Acclamation (GB),Thatsallimsaying (IRE),C,Tradewinds Stud,46000.0,SackvilleDonald,,
2018.0,Night of Thunder (IRE),Think (FR),F,Ballyvolane Stud,35000.0,Mark Grant,,
2018.0,The Last Lion (IRE),Three Times (GB),C,Ballyhagan Stud,18500.0,Amanda Skiffington / George Boughey,,
2018.0,Gregorian (IRE),Tides Reach (IRE),C,Mr. Michael Tallon,10000.0,Vendor,,
2018.0,Mayson (GB),Tipperary Boutique (IRE),C,Mount Coote Stud,,Lot Withdrawn,,
2018.0,Make Believe (GB),Tirghra (IRE),F,Redmondstown Stud,4000.0,BBA Ireland,,
2018.0,Dutch Art (GB),Tohaveandtohold (GB),F,Plantation Stud,24000.0,Howson & Houldsworth B/S / Genesis TB's,,
2018.0,Mehmas (IRE),Top Dollar (GB),C,Tally-Ho Stud,36000.0,Aidan O'Ryan/Phil Makin,,
2018.0,Adaay (IRE),Touching (IRE),C,Shinglis Stud,40000.0,Longways Stables,,
2018.0,Dandy Man (IRE),Traveller's Tales (GB),C,Farranamanagh House Stud,,Lot Withdrawn,,
2018.0,Dandy Man (IRE),Union City Blues (IRE),C,Castletown Quarry Stud,37000.0,Kingsfield Stud,,
2018.0,Dandy Man (IRE),Urbestchance (IRE),F,Ballyphilip Stud,12000.0,Sebastiano Guerrieri,,
2018.0,Bated Breath (GB),Valencha (GB),C,Quarryland Farm,5000.0,Lacka Bloodstock,,
2018.0,Poet's Voice (GB),Vanity's Girl (IRE),C,The Castlebridge Consignment,40000.0,Karl Burke,,
2018.0,Vadamos (FR),Victoria Lodge (IRE),F,Tally-Ho Stud,4000.0,Vendor,,
2018.0,Dragon Pulse (IRE),Viennese Whirl (GB),C,Oghill House Stud,8500.0,Richard O'Brien,,
2018.0,Due Diligence (USA),Vitta's Touch (USA),C,Castledillon Stud (Agent),10000.0,Vendor,,
2018.0,Camacho (GB),Vulnicura (IRE),F,Irish Emerald Stud Ltd,11000.0,Meadowview Stables,,
2018.0,Dandy Man (IRE),Warm Welcome (GB),F,Kildallan Farm,50000.0,Peter & Ross Doyle Bloodstock / MPR,,
2018.0,Dragon Pulse (IRE),Webcast (IRE),C,Lackendarra Stables,10000.0,Mark Cuschieri,,
2018.0,Dragon Pulse (IRE),Weekend Getaway (IRE),F,Glidawn Stud,17000.0,Charles Greene,,
2018.0,Belardo (IRE),West of Saturn (USA),C,Castledillon Stud (Agent),9000.0,Alduino Botti,,
2018.0,Ajaya (GB),Woodland Scene (IRE),C,Danesrath Stud,11000.0,John Butler Racing,,
2018.0,Due Diligence (USA),Woolfall Rose (GB),C,The Castlebridge Consignment,27000.0,Avenue Bloodstock,,
2018.0,Mastercraftsman (IRE),Xarzee (IRE),F,Browne Brothers Bloodstock,23000.0,Kingsfield Stud,,
2018.0,Pearl Secret (GB),Yali (IRE),F,Mount Eaton Stud,7500.0,Knockgraffon,,
2018.0,Mehmas (IRE),Yasmeena (USA),C,Castledillon Stud (Agent),28000.0,Alduino Botti,,
2018.0,Kodi Bear (IRE),Yellow Trumpet (GB),C,Torard House Stud,27000.0,Compas Equine/Dave Loughnane,,
2018.0,Zoffany (IRE),Yet Again (GB),C,Eli Creek House,22000.0,Kingsfield Stud,,
2018.0,Oasis Dream (GB),You Dare To Dream (IRE),C,Egmont Stud,,Lot Withdrawn,,
2018.0,Kodiac (GB),Young Daisy Miller (IRE),C,The Castlebridge Consignment,50000.0,BBA Ireland,,
2018.0,Lawman (FR),Young Special (IRE),C,Ballintober Stud,21000.0,Fabio Bloodstock Agency,,
2018.0,Starspangledbanner (AUS),Zain Art (IRE),F,Grove Stud,67000.0,de Burgh Equine / F Stack,,
2018.0,Dawn Approach (IRE),Zaindera (IRE),C,Milltown House Stud,5500.0,Lance Bloodstock,,
2018.0,Buratino (IRE),Zelie Martin (IRE),C,Crossinstown Stables,30000.0,Nigel Tinkler Bloodstock ,,
2018.0,Awtaad (IRE),Ziria (IRE),C,Ballyhane,27000.0,Gordon-Watson/Fellowes,,
2018.0,Prince of Lir (IRE),Zvezda (USA),C,Ballyhane,3000.0,Vendor,,
2018.0,Lope de Vega (IRE),Abbagnato (GB),C,Roundhill Stud,60000.0,Vendor,,
2018.0,Dragon Pulse (IRE),Acres of Diamonds (IRE),C,Tinnakill House,,Lot Withdrawn,,
2018.0,Elzaam (AUS),Adaptation (GB),C,Ballyhane,45000.0,Karl Burke,,
2018.0,Lemon Drop Kid (USA),Agapantha (USA),F,The Castlebridge Consignment,6000.0,Witold Miedzianowski,,
2018.0,Marcel (IRE),Agustapower (IRE),C,Rockview Stables,8500.0,Peter Nolan Bloodstock,,
2018.0,Footstepsinthesand (GB),Ahea (USA),C,Baroda Stud,4000.0,Vendor,,
2018.0,Zoffany (IRE),Aja (IRE),F,Pier House Stud,32000.0,Jamie Osborne,,
2018.0,Night of Thunder (IRE),Akuna Magic (IRE),C,Redpender Stud,65000.0,Saubouas Bloodstock,,
2018.0,Estidhkaar (IRE),Al Gharrafa (GB),C,Ballyhane,10500.0,San Antone Lodge,,
2018.0,Bobby's Kitten (USA),Alinstante (GB),C,Staffordstown,15000.0,Lot Not Sold,,
2018.0,Territories (IRE),Alkadi (IRE),C,Yeomanstown Stud,21000.0,M Dods,,
2018.0,Estidhkaar (IRE),All In Clover (IRE),C,Gloster Cottage Stud,5000.0,B W Duke,,
2018.0,Free Eagle (IRE),Allannah Abu (GB),F,Airlie Stud,15000.0,BBA Ireland,,
2018.0,Holy Roman Emperor (IRE),Alleviate (IRE),C,Airlie Stud,19000.0,Ardglas Stables,,
2018.0,Estidhkaar (IRE),Alltherightmoves (IRE),C,Herbertstown House Stud (Co. Kildare),26000.0,Andrew Balding,,
2018.0,Showcasing (GB),Alpine Storm (IRE),C,W H Bloodstock Ltd,30000.0,Con Marnane,,
2018.0,Archipenko (USA),Alumna (USA),C,Staffordstown,,Lot Withdrawn,,
2018.0,Cable Bay (IRE),Amber Queen (IRE),F,Glidawn Stud,32000.0,Johnny Murtagh,,
2018.0,Dark Angel (IRE),American Spirit (IRE),F,Grove Stud,55000.0,Shamrock Thoroughbreds,,
2018.0,Harzand (IRE),Amoya (GER),C,Mr. Michael Tallon,44000.0,Vendor,,
2018.0,Dawn Approach (IRE),Amusing Plan (USA),C,Oghill House Stud,4000.0,Willie McCreery,,
2018.0,Make Believe (GB),Anam Allta (IRE),F,Ballylinch Stud,21000.0,Edward Lynam,,
2018.0,Fast Company (IRE),Anayid (GB),C,Lodge Park Stud,50000.0,John Oxx,,
2018.0,Olympic Glory (IRE),Anna Bora (GER),C,Moanmore Stables,25000.0,Blandford Bloodstock,,
2018.0,Pride of Dubai (AUS),Annamanamoux (USA),F,Al Eile Stud,45000.0,Brendan Murphy,,
2018.0,Gutaifan (IRE),Anythingknappen (IRE),F,Rossenarra Stud,11000.0,Marco Bozzi Bloodstock,,
2018.0,Acclamation (GB),Apace (IRE),C,Irish National Stud,18000.0,Alduino Botti,,
2018.0,Holy Roman Emperor (IRE),Ape Attack (GB),C,The Castlebridge Consignment,100000.0,Hong Kong Jockey Club,,
2018.0,New Bay (GB),Arctic Passage (GER),F,Buckley Bloodstock,15000.0,Gaelic Bloodstock,,
2018.0,Pearl Secret (GB),Arctic Royal (IRE),C,Grangemore Stud,15000.0,M Dods,,
2018.0,Dragon Pulse (IRE),Ard Na Sidhe (IRE),C,Croom House Stud,10000.0,Sarah Dawson,,
2018.0,Dandy Man (IRE),Areyaam Rose (IRE),F,Boherguy Stud,4000.0,Howson & Houldsworth Bloodstock/Clifford,,
2018.0,Dawn Approach (IRE),Arizona Sun (IRE),F,Herbertstown House Stud (Co. Kildare),4500.0,Mark Cuschieri,,
2018.0,Australia (GB),Arose (GB),F,Baroda Stud,15000.0,Avenue Bloodstock/Marco Botti,,
2018.0,Dragon Pulse (IRE),Asuncion (USA),C,Irish National Stud,6500.0,Matthew Tynan,,
2018.0,Lawman (FR),Avomcic (IRE),F,Ballylinch Stud,25000.0,Jason Kelly Bloodstock,,
2018.0,Awtaad (IRE),Await So (GB),C,Newtown Stud,20000.0,John Lavery,,
2018.0,Gleneagles (IRE),Azenzar (GB),C,The Castlebridge Consignment,25000.0,Alduino Botti,,
2018.0,Markaz (IRE),Bacheliere (USA),C,Lynn Lodge Stud,7500.0,Charlestown Racing,,
2018.0,Footstepsinthesand (GB),Bayan Kasirga (IRE),C,Tally-Ho Stud,60000.0,BBA Ireland/Yulong Investments,,
2018.0,Mastercraftsman (IRE),Bayberry (UAE),C,Ballygallon Stud,52000.0,Avenue Bloodstock,,
2018.0,Dandy Man (IRE),Be My Queen (IRE),C,The Castlebridge Consignment,25000.0,Jason Kelly ,,
2018.0,Camacho (GB),Beach Candy (IRE),C,Ballyphilip Stud,35000.0,Sean Quinn,,
2018.0,Gutaifan (IRE),Beacon of Hope (IRE),C,Baroda Stud,14000.0,Sean Quinn,,
2018.0,Australia (GB),Became (USA),C,Castlehyde Stud,65000.0,"Amanda Skiffington, Agent",,
2018.0,War Command (USA),Bessie Lou (IRE),C,Danesrath Stud,18000.0,Declan Wall Equine,,
2018.0,Mukhadram (GB),Bestfootforward (GB),C,Mr. Michael Tallon,27000.0,Beliar Bloodstock,,
2018.0,Equiano (FR),Beylerbey (USA),C,Egmont Stud,26000.0,M Dods,,
2018.0,The Last Lion (IRE),Biaraafa (IRE),F,Rockview Stables,50000.0,BBA Ireland/Yulong Investments,,
2018.0,Twilight Son (GB),Billowing (IRE),C,Sherbourne Lodge,20000.0,Colin Magnier,,
2018.0,Teofilo (IRE),Bingfling (IRE),F,Ballybin Stud,18000.0,Valfredo Valiani,,
2018.0,Kodi Bear (IRE),Bint Malyana (IRE),F,Ms. Nicola Kent,,Lot Withdrawn,,
2018.0,Slade Power (IRE),Birmanie (USA),C,Castledillon Stud (Agent),5000.0,Janda Bloodstock,,
2018.0,Tamayuz (GB),Blackangelheart (IRE),C,Bellewstown Farm Stud,14000.0,San Antone Lodge,,
2018.0,Mastercraftsman (IRE),Blackwitch Woman (IRE),F,Owenstown Stud,30000.0,Vendor,,
2018.0,Mehmas (IRE),Blossom Deary (IRE),C,Killarkin Stud,26000.0,Vendor,,
2018.0,Animal Kingdom (USA),Blue Enzian (USA),C,Tally-Ho Stud,11000.0,Robert Eddery Racing,,
2018.0,Hot Streak (IRE),Blue Maiden (GB),C,Ballyhane,16000.0,Patsy Sheridan,,
2018.0,Estidhkaar (IRE),Blue Marmalade (IRE),C,Derryluskin Stud,7500.0,Lot Not Sold,,
2018.0,Tamayuz (GB),Body Beautiful (IRE),C,Simmonstown Stud,32000.0,Kevin Ross Bloodstock,,
2018.0,Slade Power (IRE),Bogini (IRE),C,Glidawn Stud,24000.0,Nigel Tinkler Bloodstock ,,
2018.0,Camacho (GB),Bokhara Silk (IRE),C,Glenard Stables (Agent),8500.0,Shanaville Stables,,
2018.0,Belardo (IRE),Bonne (GB),C,Greenville House Stud,7000.0,Andrew McNamara,,
2018.0,Anjaal (GB),Boom And Bloom (IRE),C,Ballyshannon Stud,10000.0,Valfredo Valiani,,
2018.0,Footstepsinthesand (GB),Brambleberry (GB),C,The Castlebridge Consignment,25000.0,Howson & Houldsworth Bloodstock,,
2018.0,Starspangledbanner (AUS),Brazilian Samba (IRE),F,Croom House Stud,70000.0,de Burgh Equine,,
2018.0,Belardo (IRE),Brazilian Spirit (IRE),C,Ballyhagan Stud,25000.0,Howson & Houldsworth Bloodstock,,
2018.0,Zoffany (IRE),Broadway Duchess (IRE),F,Baroda Stud,45000.0,Peter & Ross Doyle Bloodstock,,
2018.0,Street Boss (USA),Brushed Gold (USA),C,Tinnakill House,28000.0,Philippa Mains,,
2018.0,Gutaifan (IRE),Burning Dawn (USA),F,Mountarmstrong Stud,26000.0,Jamie Osborne,,
2018.0,The Gurkha (IRE),C'Est Chic (GB),F,Egmont Stud,11000.0,Laurence Mulvany Jnr,,
2018.0,Camacho (GB),Callanish (GB),F,Ballyvolane Stud,25000.0,Byron Rogers/Blackbriar Racing,,
2018.0,Coulsty (IRE),Cannot Give (USA),C,Rathasker Stud,11000.0,M Dods,,
2018.0,Camacho (GB),Cant Hurry Love (GB),C,Castledillon Stud (Agent),23000.0,Kilronan ,,
2018.0,Ajaya (GB),Carpet Lady (IRE),C,Peria Stud,24000.0,Willie McCreery,,
2018.0,Dragon Pulse (IRE),Catalan (IRE),F,Airlie Stud,13000.0,Eve Johnson-Houghton,,
2018.0,Camelot (GB),Celestial Fable (IRE),F,Church View Stables,12000.0,Valfredo Valiani,,
2018.0,Dark Angel (IRE),Centred (IRE),F,The Castlebridge Consignment,38000.0,Nick Bradley Racing/Richard Fahey,,
2018.0,Starspangledbanner (AUS),Chances Are (IRE),F,Ballyhane,27000.0,Jason Kelly/Cliff Stud,,
2018.0,Dandy Man (IRE),Chellalla (GB),F,The Castlebridge Consignment,22000.0,Kelly Burke,,
2018.0,Lawman (FR),Chervil (GB),C,Platinum Bloodstock,20000.0,Vendor,,
2018.0,Anjaal (GB),Chic Fabric (IRE),C,Railstown  Stables,5000.0,Lot Not Sold,,
2018.0,Slade Power (IRE),Chica Roca (USA),F,Glidawn Stud,16000.0,Charlestown Racing,,
2018.0,Zoffany (IRE),City On Sea (IRE),F,Baroda Stud,18000.0,J S Bloodstock/George Scott Racing,,
2018.0,Acclamation (GB),Click And Roll (USA),C,Rathbarry Stud,80000.0,BBA Ireland,,
2018.0,Starspangledbanner (AUS),Cloudy Girl (IRE),F,New Line Stud,22000.0,Joe Foley,,
2018.0,Mehmas (IRE),Coin Case (IRE),C,Egmont Stud,27000.0,Aidan O'Ryan / Conor O'Dwyer,,
2018.0,Dandy Man (IRE),Coincidently (GB),C,Irish Emerald Stud Ltd,52000.0,Oak Tree Farm,,
2018.0,Dandy Man (IRE),Cold Cold Woman (GB),F,Lodge Park Stud,5000.0,Compas Equine/Dave Loughnane,,
2018.0,Holy Roman Emperor (IRE),Colour Rhapsody (IRE),F,Ballybin Stud,28000.0,Lot Not Sold,,
2018.0,Pride of Dubai (AUS),Cool Cap (IRE),C,Moyfinn Stud,6500.0,Lot Not Sold,,
2018.0,Buratino (IRE),Cotton Camera (IRE),C,Oghill House Stud,5500.0,Aidan O'Ryan / Conor O'Dwyer,,
2018.0,Camacho (GB),Cover Girl (IRE),F,Yeomanstown Stud,38000.0,Mags O'Toole,,
2018.0,Dandy Man (IRE),Cristal Fashion (IRE),C,Loughtown Stud (Paddy Burns),50000.0,Hong Kong Jockey Club,,
2018.0,Dabirsim (FR),Crossed Fingers (IRE),C,Galbertstown Stud,5000.0,Eoin Smith,,
2018.0,Pride of Dubai (AUS),Crystal Crossing (IRE),C,Yukon Stud,24000.0,Lot Not Sold,,
2018.0,Mehmas (IRE),Crystal Snowflake (IRE),F,Glen Stables,22000.0,Amanda Skiffington/Hugo Palmer,,
2018.0,Gutaifan (IRE),Cuilaphuca (IRE),C,Newtownbarry House Stud,11500.0,William Knight,,
2018.0,Lawman (FR),Curious Lashes (IRE),C,Ballinvana House Stud,23000.0,Bobby O'Ryan / Ben Haslam,,
2018.0,Footstepsinthesand (GB),Cutie Pie (IRE),F,Castletown Stud,22000.0,Janda Bloodstock,,
2018.0,Fast Company (IRE),Daliana (GB),C,Kildaragh Stud (Agent),20000.0,Charles Greene,,
2018.0,Showcasing (GB),Dam Beautiful (GB),C,Castledillon Stud (Agent),65000.0,Avenue Bloodstock / Hugo Palmer,,
2018.0,Fast Company (IRE),Dance Bid (GB),C,Castleboy Farm,30000.0,Kevin Ross Bloodstock,,
2018.0,Dawn Approach (IRE),Dance Troupe (GB),C,The Castlebridge Consignment,14000.0,A Oliver,,
2018.0,Buratino (IRE),Danse En Soiree (USA),C,Ms. Irene Scheldt,12000.0,Vendor,,
2018.0,Footstepsinthesand (GB),Dara's Girl (IRE),C,Killourney Mór Farm,58000.0,Vendor,,
2018.0,Night of Thunder (IRE),Dara's Image (IRE),C,Nanallac Stud,42000.0,Joe Foley,,
2018.0,Kodi Bear (IRE),Dat Il Do (GB),C,The Forge Stables,17000.0,Andrew Balding,,
2018.0,Kodiac (GB),Dearest Daisy (GB),F,Tally-Ho Stud,40000.0,Kubler Racing,,
2018.0,Toronado (IRE),Debutante Blues (USA),C,Danesrath Stud,22000.0,Ardglas Stables,,
2018.0,Cable Bay (IRE),Decorative (IRE),F,Castletown Stud,38000.0,Clive Cox Racing,,
2018.0,Twilight Son (GB),Dee Dee Girl (IRE),C,Cooneen Stud,20000.0,Howson & Houldsworth Bloodstock,,
2018.0,New Bay (GB),Delira (IRE),C,Peter Nolan Bloodstock,6500.0,Martul CB,,
2018.0,Make Believe (GB),Delta Dreamer (GB),C,Belmont Stud,40000.0,Avenue Bloodstock,,
2018.0,Muhaarar (GB),Demerger (USA),C,Lodge Park Stud,30000.0,Con Marnane,,
2018.0,Night of Thunder (IRE),Demesne (GB),F,Rockton Stud,48000.0,Church Farm / Horse Park,,
2018.0,Mayson (GB),Descriptive (IRE),C,Ballyhane,32000.0,Blandford Bloodstock,,
2018.0,Territories (IRE),Deux Saisons (GB),F,Mount Coote Stud,62000.0,Blandford Bloodstock,,
2018.0,Buratino (IRE),Diamond Circle (GB),F,Greenville House Stud,9000.0,Sebastiano Guerrieri,,
2018.0,Mehmas (IRE),Diamond Finesse (IRE),F,Tally-Ho Stud,18000.0,Paul Harley Bloodstock,,
2018.0,Mastercraftsman (IRE),Distant Piper (IRE),C,Knocklong House Stud (Agent),,Lot Withdrawn,,
2018.0,The Gurkha (IRE),Divine Authority (IRE),F,Ballyhimikin Stud,20000.0,Vendor,,
2018.0,Kendargent (FR),Divine Touch (GB),C,Nafferty Stud,30000.0,Andrew Balding,,
2018.0,Acclamation (GB),Drama Class (IRE),C,Platinum Bloodstock,20000.0,Andy Oliver,,
2018.0,Vadamos (FR),Dream Applause (IRE),C,Belmont Stud,26000.0,Johnny Murtagh,,
2018.0,Footstepsinthesand (GB),Dream Valley (IRE),C,Danesrath Stud,26000.0,Gordon Watson Bloodstock,,
2018.0,Kendargent (FR),Dubai (IRE),C,Knockatrina House,18000.0,Eoghan T O'Neill,,
2018.0,Dark Angel (IRE),Duchess Andorra (IRE),C,Al Eile Stud,90000.0,SackvilleDonald,,
2018.0,Vadamos (FR),Duchess of Foxland (IRE),C,Manister House Stud,60000.0,Kevin Ross Bloodstock,,
2018.0,Mastercraftsman (IRE),Duljanah (IRE),C,Railstown Stud (Agent),24000.0,Lot Not Sold,,
2018.0,Exceed And Excel (AUS),Duquesa (IRE),C,Northern Bloodstock Ltd,43000.0,Brown Island Stables,,
2018.0,Havana Gold (IRE),Dusting (IRE),C,Ballyvolane Stud,6000.0,Valfredo Valiani,,
2018.0,Gutaifan (IRE),Dylan Alexander (IRE),C,Mountarmstrong Stud,8000.0,Valfredo Valiani,,
2018.0,Dandy Man (IRE),Easy Lover (GB),C,Midlands Farm,17000.0,Kilronan ,,
2018.0,Prince of Lir (IRE),Eccellente Idea (IRE),C,Ballygowan Stud,12000.0,Seamus Byrne,,
2018.0,Kodi Bear (IRE),Elizabeth Swann (GB),C,Glenard Stables (Agent),16000.0,Vendor,,
2018.0,Mastercraftsman (IRE),Elusive Gold (IRE),F,Airlie Stud,14000.0,Richard O'Brien,,
2018.0,Mastercraftsman (IRE),Empowermentofwomen (IRE),F,Moortown House Stud,20000.0,Noel Meade,,
2018.0,Mehmas (IRE),Empress Ella (IRE),C,Yeomanstown Lodge Stud,17000.0,CS Bloodstock,,
